accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude
ACC-1114,2026-04-22,22:55,22,2026-04,L008,Old Bridge Approach,north,bridge_approach,minor,fog,night_poor_light,auto_rickshaw,signal_violation,0,28.649010443705272,77.21571841678367
ACC-1307,2026-02-25,17:15,17,2026-02,L006,Industrial Belt  Exit,south,arterial,moderate,clear,dusk,truck,tailgating,0,28.57231758271431,77.23658720654028
ACC-1652,2026-01-17,12:15,12,2026-01,L003,Market Ring Road,central,arterial,minor,clear,dusk,two_wheeler,tailgating,0,28.610594265356625,77.21965681784911
ACC-0716,2026-04-30,16:25,16,2026-04,L009,Hospital Service Road,central,local_road,moderate,rain,dusk,truck,wrong_side_entry,0,28.617551770726752,77.20028663842766
ACC-1787,2026-05-07,00:05,0,2026-05,L006,Industrial Belt Exit,south,highway_ramp,minor,rain,night_lit,car,,0,28.574290303469724,77.23888576845943
ACC-0790,2026-03-24,20:15,20,2026-03,L006,Industrial Belt Exit,south,arterial,moderate,clear,dusk,auto_rickshaw,wrong_side_entry,1,28.572818365131383,77.23884440177703
ACC-1433,2026-01-07,20:00,20,2026-01,L007,Lakeview Avenue,west,collector_road,minor,clear,night_lit,truck,signal_violation,0,28.582188331447835,77.17842927956148
ACC-0907,2026-03-01,18:30,18,2026-03,L010,Airport Link Signal,east,local_road,critical,rain,dusk,cycle,wet_surface,2,28.625019049780402,77.25873383831599
ACC-0299,2026-03-15,22:35,22,2026-03,L012,Green-Park Turn,west,arterial,moderate,clear,daylight,bus,pedestrian_conflict,1,28.57145575680271,77.18780648519002
ACC-1202,2026-01-31,09:45,9,2026-01,L008,Old Bridge Approach,north,bridge_approach,minor,rain,night_poor_light,two_wheeler,signal_violation,0,28.643152805018584,77.21657838494306
ACC-1309,2026-04-15,06:00,6,2026-04,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,truck,overspeeding,0,28.65083298491966,77.21520529022698
ACC-0838,2026-03-23,16:20,16,2026-03,L011,Depot Crossing,south,local_road,moderate,clear,night_poor_light,car,pedestrian_conflict,1,28.559797254837726,77.21504666723293
ACC-0788,2026-06-10,22:50,22,2026-06,L001,Maple Junction,central,signalized_crossing,minor,clear,dusk,cycle,wrong_side_entry,0,28.611566203422722,77.20796227724612
ACC-0694,2026-06-22,21:15,21,2026-06,L007,Lakeview Avenue,west,junction,moderate,fog,dusk,two_wheeler,tailgating,0,28.58798066958477,77.17212524091116
ACC-0077,2026-02-15,16:25,16,2026-02,L002,Riverside Flyover,east,flyover,minor,clear,night_poor_light,two_wheeler,pedestrian_conflict,0,28.622231508967882,77.24266364526127
ACC-1383,2026-04-09,14:30,14,2026-04,L001,Maple Junction,central,junction,major,clear,night_poor_light,car,signal_violation,2,28.616766918238223,77.20706285950584
ACC-0420,2026-06-22,19:55,19,2026-06,L001,Maple Junction,central,signalized_crossing,critical,clear,daylight,cycle,low_visibility,3,28.610941143032278,77.20937709315145
ACC-1366,2026-01-01,18:35,18,2026-01,L002,Riverside Flyover,east,flyover,moderate,,dusk,two_wheeler,tailgating,0,28.620252240446007,77.24163442787223
ACC-0822,2026-04-10,16:05,16,2026-04,L009,Hospital Service Road,central,local_road,critical,rain,dusk,auto_rickshaw,tailgating,2,28.622598427375603,77.20677559227462
ACC-0106,2026-01-25,13:15,13,2026-01,L008,Old Bridge Approach,north,bridge_approach,minor,clear,dusk,two_wheeler,wet_surface,0,28.64593475654859,77.21675431388769
ACC-1674,2026-02-22,09:00,9,2026-02,L008,Old Bridge Approach,north,bridge_approach,major,clear,dusk,two_wheeler,low_visibility,1,28.650676386221626,77.21421904097298
ACC-1003,2026-01-13,02:35,2,2026-01,L009,Hospital Service Road,central,service_road,minor,wind,dusk,car,wrong_side_entry,0,28.619160808927163,77.2157992686103
ACC-1324,2026-04-27,15:00,15,2026-04,L003,Market Ring Road,central,local_road,minor,cloudy,night_lit,auto_rickshaw,overspeeding,0,28.605476290857617,77.21874701208934
ACC-0887,2026-05-13,21:35,21,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_lit,cycle,sudden_lane_change,0,28.652547931047927,77.22608386265057
ACC-1117,2026-04-02,19:45,19,2026-04,L003,Market Ring Road,central,local_road,minor,rain,dusk,bus,low_visibility,0,28.60391350215792,77.2328010594378
ACC-1148,2026-05-31,05:30,5,2026-05,L007,Lakeview Avenue,west,collector_road,critical,wind,daylight,cycle,tailgating,3,28.590181453372,77.1668851940789
ACC-0403,2026-02-18,07:45,7,2026-02,L002,Riverside Flyover,east,flyover,moderate,,dusk,bus,signal_violation,0,28.623437813934,77.23313145198283
ACC-1762,2026-05-14,02:15,2,2026-05,L001,Maple Junction,central,junction,minor,clear,night_lit,truck,signal_violation,0,28.610165458903936,77.21129111341835
ACC-1654,2026-06-29,01:05,1,2026-06,L001,Maple Junction,central,junction,moderate,clear,dusk,truck,signal_violation,0,28.609767693504228,77.2090575165959
ACC-0880,2026-01-27,03:45,3,2026-01,L010,Airport Link Signal,east,arterial,critical,,dusk,two_wheeler,low_visibility,3,28.633596305158644,77.2541123066864
ACC-1601,2026-02-22,19:10,19,2026-02,L011, Depot Crossing,south,arterial,minor,rain,night_poor_light,two_wheeler,wet_surface,0,28.563057458830492,77.2201111972779
ACC-0303,2026-03-15,20:05,20,2026-03,L003,Market Ring Road,central,junction,moderate,clear,dusk,car,wrong_side_entry,0,28.609657688247733,77.22362710060352
ACC-1771,2026-05-04,17:10,17,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,fog,daylight,cycle,low_visibility,0,28.569159004496726,77.23965656285193
ACC-0290,2026-06-15,07:20,7,2026-06,L002,Riverside Flyover,east,flyover,moderate,wind,daylight,car,wrong_side_entry,0,28.616489666478216,77.23177774832864
ACC-1903,2026-04-17,20:35,20,2026-04,L007,Lakeview Avenue,west,collector_road,major,rain,dusk,bus,wrong_side_entry,2,28.591975926894072,77.1806100940198
ACC-0914,2026-04-19,02:00,2,2026-04,L002,Riverside Flyover,east,flyover,minor,fog,daylight,auto_rickshaw,tailgating,0,28.625829106373338,77.23846024020993
ACC-0835,2026-01-23,21:25,21,2026-01,L002,Riverside Flyover,east,flyover,minor,clear,daylight,auto_rickshaw,wet_surface,0,28.623103194076617,77.23758317486174
ACC-1174,2026-01-08,15:30,15,2026-01,L001,Maple Junction,central,signalized_crossing,minor,clear,dusk,bus,signal_violation,1,28.60782975240266,77.21089629831454
ACC-0354,2026-03-22,17:55,17,2026-03,L003,Market Ring Road,central,local_road,minor,clear,night_poor_light,cycle,low_visibility,0,28.609204721022124,77.22413902481125
ACC-1360,2026-06-13,09:05,9,2026-06,L006,Industrial Belt Exit,south,junction,minor,clear,daylight,two_wheeler,wet_surface,0,28.578062084852018,77.24833111626111
ACC-0761,2026-02-28,17:35,17,2026-02,L009,Hospital Service Road,central,junction,moderate,clear,night_lit,bus,signal_violation,0,28.623672411962815,77.20722454222334
ACC-0149,2026-06-28,07:15,7,2026-06,L006,Industrial Belt Exit,south,arterial,major,clear,night_lit,cycle,low_visibility,2,28.578173896096736,77.24938714945174
ACC-0640,2026-05-13,15:10,15,2026-05,L003,Market Ring Road,central,local_road,moderate,fog,night_lit,truck,sudden_lane_change,0,28.60458063570458,77.22449727621623
ACC-0817,2026-02-19,12:05,12,2026-02,L010,Airport Link  Signal,east,local_road,moderate,fog,daylight,cycle,pedestrian_conflict,0,28.628460537372224,77.25658648049266
ACC-0980,2026-04-13,15:45,15,2026-04,L006,Industrial Belt Exit,south,local_road,moderate,clear,daylight,car,sudden_lane_change,0,28.57692222045923,77.2473591235606
ACC-0909,2026-02-15,12:05,12,2026-02,L011,Depot Crossing,south,signalized_crossing,minor,rain,daylight,car,wrong_side_entry,1,28.56445522638786,77.21312731244318
ACC-0286,2026-06-20,10:10,10,2026-06,L001,Maple Junction,central,arterial,minor,clear,night_poor_light,bus,low_visibility,0,28.61065955587548,77.21991858885197
ACC-0728,2026-05-05,07:50,7,2026-05,L011,Depot Crossing,south,junction,critical,clear,dusk,two_wheeler,sudden_lane_change,2,28.56488244492383,77.21680658722632
ACC-0704,2026-02-30,08:35,8,2026-01,L004,School Gate Road,north,junction,minor,clear,daylight,car,tailgating,0,28.636681424832283,77.20621475397147
ACC-1860,2026-06-19,16:30,16,2026-06,L010,Airport Link Signal,east,local_road,minor,rain,dusk,auto_rickshaw,sudden_lane_change,0,28.63259307696242,77.26469847534236
ACC-0138,2026-06-25,20:20,20,2026-06,L010,Airport Link Signal,east,local_road,moderate,clear,night_poor_light,bus,wet_surface,1,28.630761982328348,77.25999376009219
ACC-0946,2026-02-20,20:00,20,2026-02,L010,Airport Link Signal,east,arterial,minor,cloudy,dusk,car,overspeeding,0,28.639036157195523,77.26117015034623
ACC-0021,2026-02-18,19:15,19,2026-02,L003,Market Ring Road,central,junction,major,rain,dusk,truck,low_visibility,2,28.60557097897455,77.23141889321325
ACC-0237,2026-03-29,19:25,19,2026-03,L012,Green Park Turn ,west,local_road,major,clear,night_lit,bus,signal_violation,2,28.575119791394965,77.18887653428607
ACC-0919,2026-05-01,06:05,6,2026-05,L004,School Gate Road,north,arterial,critical,clear,night_poor_light,two_wheeler,overspeeding,3,28.6365326636396,77.20005557132573
ACC-0789,2026-06-12,11:55,11,2026-06,L002,Riverside Flyover,east,flyover,moderate,wind,night_lit,two_wheeler,pedestrian_conflict,1,28.624366808841653,77.23810303096955
ACC-1858,2026-03-19,13:45,13,2026-03,L004,School Gate Road,north,local_road,moderate,cloudy,daylight,auto_rickshaw,overspeeding,0,28.645112749389654,77.2004127321688
ACC-1927,2026-05-09,15:20,15,2026-05,L001,Maple Junction,central,junction,major,rain,daylight,car,sudden_lane_change,2,28.619686395883488,77.22185519476572
ACC-0944,2026-02-12,17:50,17,2026-02,L006,Industrial Belt Exit,south,highway_ramp,minor,wind,daylight,bus,wet_surface,0,28.564800712992067,77.24339269331008
ACC-0169,2026-03-10,11:55,11,2026-03,L011,Depot Crossing,south,junction,critical,clear,night_poor_light,cycle,pedestrian_conflict,2,,
ACC-1941,2026-02-02,17:35,17,2026-02,L003,Market Ring Road,central,arterial,minor,clear,dusk,truck,wet_surface,0,28.598248238124953,77.2316203503886
ACC-0854,2026-05-27,17:05,17,2026-05,L003,Market Ring Road,central,local_road,moderate,clear,daylight,two_wheeler,overspeeding,1,28.61308840208978,77.22234827882197
ACC-0760,2026-03-18,07:35,7,2026-03,L001,Maple Junction ,central,arterial,moderate,rain,night_poor_light,bus,pedestrian_conflict,1,28.608220528875634,77.21899461352386
ACC-0353,2026-03-25,00:50,0,2026-03,L006,Industrial Belt Exit,south,local_road,minor,clear,night_poor_light,car,signal_violation,0,28.573562818756404,77.24626345207106
ACC-0072,2026-05-05,18:30,18,2026-05,L005,Metro Link Turn,west,arterial,major,clear,daylight,car,pedestrian_conflict,2,28.598444344094187,77.17777898976519
ACC-1129,2026-01-26,18:05,18,2026-01,L006,Industrial Belt Exit,south,arterial,moderate,wind,night_poor_light,auto_rickshaw,signal_violation,0,28.569796038027018,77.24964386029654
ACC-1167,2026-03-30,21:15,21,2026-03,L010,Airport Link Signal,east,local_road,moderate,clear,night_poor_light,truck,pedestrian_conflict,0,28.637547965451727,77.26147770375874
ACC-0841,2026-04-26,19:35,19,2026-04,L009,Hospital Service Road,central,junction,major,clear,night_lit,car,tailgating,1,28.618199995365046,77.20872509866989
ACC-0578,2026-04-08,18:20,18,2026-04,L003,Market Ring Road,central,junction,minor,clear,daylight,two_wheeler,signal_violation,0,28.600368383589004,77.221614886883
ACC-1859,2026-05-25,10:50,10,2026-05,L005,Metro Link Turn,west,arterial,minor,clear,daylight,bus,wet_surface,0,28.59410817182076,77.18352499805837
ACC-1043,2026-03-22,20:30,20,2026-03,L004,School-Gate Road,north,junction,major,fog,dusk,bus,sudden_lane_change,2,28.634677079818257,77.20297881102259
ACC-1518,2026-06-20,09:35,9,2026-06,L009,Hospital Service Road,central,local_road,minor,clear,night_lit,two_wheeler,sudden_lane_change,0,28.614933026263188,77.20151822217368
ACC-1541,2026-05-30,19:05,19,2026-05,L002,Riverside Flyover,east,flyover,moderate,clear,dusk,cycle,overspeeding,0,28.61985670732296,77.23461545653144
ACC-1740,2026-01-30,13:40,13,2026-01,L007,Lakeview Avenue,west,collector_road,minor,,night_poor_light,two_wheeler,signal_violation,1,,
ACC-0891,2026-06-01,14:40,14,2026-06,L009,Hospital Service Road,central,service_road,critical,cloudy,night_poor_light,car,signal_violation,3,28.62467823142397,77.20714614618926
ACC-1837,2026-06-18,17:55,17,2026-06,L011,Depot Crossing,south,local_road,major,cloudy,dusk,truck,pedestrian_conflict,1,28.557132575598697,77.21322728055969
ACC-1422,2026-04-10,12:35,12,2026-04,L004,school gate road,north,local_road,moderate,rain,dusk,two_wheeler,wet_surface,0,28.644611951945063,77.19538074434242
ACC-1260,2026-03-22,07:45,7,2026-03,L003,Market Ring Road,central,junction,minor,fog,night_lit,truck,overspeeding,0,28.602117668295943,77.22456223718773
ACC-1484,2026-06-25,18:00,18,2026-06,L003,Market Ring Road,central,local_road,moderate,rain,daylight,auto_rickshaw,wet_surface,0,28.59854281830974,77.22805643766164
ACC-1314,2026-05-15,18:20,18,2026-05,L005,Metro Link Turn,west,local_road,minor,clear,dusk,bus,overspeeding,0,28.59500161734984,77.18687846506808
ACC-1199,2026-02-07,20:00,20,2026-02,L004,School Gate Road,north,arterial,moderate,cloudy,night_lit,cycle,signal_violation,1,28.64334749852752,77.2055392518892
ACC-0718,2026-02-27,20:25,20,2026-02,L001,Maple Junction,central,signalized_crossing,major,rain,dusk,truck,wet_surface,2,28.608600914213618,77.20885394654933
ACC-0521,2026-01-17,12:30,12,2026-01,L001,Maple Junction,central,local_road,minor,clear,night_poor_light,two_wheeler,low_visibility,0,28.606289271715244,77.21222464866722
ACC-1280,2026-02-01,21:45,21,2026-02,L011,Depot Crossing,south,junction,major,clear,dusk,bus,sudden_lane_change,1,28.565596328963732,77.22496350141549
ACC-0016,2026-05-18,17:35,17,2026-05,L001,Maple Junction,central,junction,critical,rain,daylight,car,tailgating,3,28.606369500569077,77.20903912830852
ACC-1690,2026-05-12,07:25,7,2026-05,L001,Maple Junction,central,junction,minor,clear,dusk,two_wheeler,wet_surface,0,28.607377934851332,77.20816572736949
ACC-0084,2026-02-08,19:40,19,2026-02,L004,School Gate Road,north,junction,minor,clear,dusk,truck,overspeeding,1,28.632298699058605,77.20678376122932
ACC-0803,2026-03-21,20:30,20,2026-03,L003,Market Ring Road,central,local_road,major,wind,night_lit,cycle,signal_violation,2,28.607495759427533,77.21848686761959
ACC-1584,2026-05-25,13:50,13,2026-05,L005,Metro Link Turn,west,arterial,moderate,fog,dusk,car,wrong_side_entry,0,28.59709802899656,77.18967580059794
ACC-1526,2026-05-27,21:30,21,2026-05,L001,Maple Junction,central,local_road,moderate,clear,dusk,truck,low_visibility,1,28.61389180226775,77.21574211262639
ACC-0724,2026-05-11,06:50,6,2026-05,L001,Maple Junction,central,signalized_crossing,minor,rain,dusk,car,signal_violation,0,28.614637178655155,77.22297444965088
ACC-0774,2026-02-07,17:50,17,2026-02,L001,Maple Junction ,central,arterial,moderate,wind,night_poor_light,auto_rickshaw,wet_surface,1,28.606725091089626,77.20998637319508
ACC-0198,2026-01-19,15:45,15,2026-01,L006,Industrial Belt Exit,south,local_road,moderate,rain,night_poor_light,truck,wrong_side_entry,0,28.56927997353355,77.25026300069953
ACC-0975,2026-06-03,17:10,17,2026-06,L011, Depot Crossing,south,junction,major,rain,night_lit,two_wheeler,wet_surface,1,28.561296495170353,77.21747197557286
ACC-1911,2026-06-11,19:45,19,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,car,low_visibility,0,28.64887900284355,77.21921865449254
ACC-0763,2026-05-25,23:25,23,2026-05,L001,maple junction,central,signalized_crossing,minor,fog,night_lit,bus,low_visibility,0,28.609285660930315,77.20864710370236
ACC-0820,2026-03-05,20:05,20,2026-03,L012,Green Park Turn,west,local_road,moderate,rain,night_lit,cycle,pedestrian_conflict,1,28.56948857257549,77.19712557683603
ACC-1030,2026-01-27,22:15,22,2026-01,L009,Hospital Service Road,central,local_road,minor,rain,dusk,two_wheeler,low_visibility,0,28.627522776350325,77.2097876564981
ACC-1621,2026-01-24,22:20,22,2026-01,L003,Market Ring Road,central,arterial,minor,clear,dusk,bus,signal_violation,0,28.603448705670896,77.23204597730603
ACC-0424,2026-04-12,22:10,22,2026-04,L005,Metro Link Turn,west,local_road,minor,clear,night_poor_light,truck,wrong_side_entry,0,28.597118724601252,77.18523314350729
ACC-0314,2026-03-19,23:45,23,2026-03,L012,Green Park Turn,west,local_road,minor,wind,dusk,truck,pedestrian_conflict,0,28.572725914220587,77.19079526731076
ACC-0662,2026-06-27,08:10,8,2026-06,L002,Riverside Flyover,east,flyover,minor,clear,night_lit,car,low_visibility,0,28.6196590917161,77.23067481401193
ACC-0590,2026-02-07,15:25,15,2026-02,L003,Market Ring Road,central,local_road,moderate,rain,night_lit,auto_rickshaw,low_visibility,0,28.61035361144184,77.21808806250938
ACC-0318,2026-03-22,10:15,10,2026-03,L004,School Gate Road,north,local_road,moderate,clear,dusk,auto_rickshaw,low_visibility,1,28.644261486247203,77.19846010439164
ACC-0252,2026-06-07,00:45,0,2026-06,L003,Market Ring Road,central,junction,moderate,clear,night_poor_light,bus,wet_surface,0,28.607421797234952,77.22461139183685
ACC-1245,2026-04-01,04:05,4,2026-04,L005,Metro Link Turn,west,local_road,major,wind,night_lit,auto_rickshaw,wet_surface,2,28.597171193423964,77.18580515166867
ACC-0869,2026-01-13,03:00,3,2026-01,L004,School Gate Road,north,junction,moderate,rain,night_lit,two_wheeler,wet_surface,1,28.63875996840701,77.19417900389989
ACC-0470,2026-01-27,05:40,5,2026-01,L001,Maple Junction,central,arterial,minor,fog,night_lit,truck,low_visibility,0,28.613299737311106,77.20752216859671
ACC-0152,2026-01-23,22:25,22,2026-01,L011,Depot Crossing,south,local_road,minor,clear,night_poor_light,bus,low_visibility,0,28.57198700469687,77.21525029389038
ACC-0181,2026-05-01,10:50,10,2026-05,L007,Lakeview Avenue,west,collector_road,moderate,clear,daylight,cycle,wet_surface,1,28.592469697802365,77.17654494552723
ACC-1502,2026-02-08,12:35,12,2026-02,L006,Industrial Belt Exit,south,arterial,major,rain,daylight,cycle,low_visibility,2,28.57164566016395,77.25029832684723
ACC-1380,2026-05-15,09:30,9,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,clear,daylight,auto_rickshaw,pedestrian_conflict,0,28.56713233967045,77.24603820187815
ACC-0023,2026-03-06,19:40,19,2026-03,L006,Industrial Belt Exit,south,local_road,moderate,wind,daylight,car,wet_surface,1,28.578806279249065,77.24552723709552
ACC-0035,2026-05-13,12:25,12,2026-05,L003,Market Ring Road,central,local_road,critical,clear,night_lit,bus,wrong_side_entry,2,28.60800824048651,77.22123433800463
ACC-0831,2026-01-20,17:00,17,2026-01,L010,Airport Link Signal,east,local_road,critical,clear,night_poor_light,cycle,signal_violation,2,28.626126138505278,77.2532577012089
